Type of crime,Region,Year,The number of crimes,The number of crimes (cases per 100.000 population),is_federal_level
Robbery with violence,Leningrad Oblast,2008,531.0,31.4,False
Robbery with violence,Murmansk Oblast,2008,112.0,13.7,False
Robbery with violence,Novgorod Oblast,2008,183.0,28.1,False
Robbery with violence,Pskov Oblast,2008,130.0,18.6,False
Robbery with violence,Saint Petersburg,2008,1587.0,33.3,False
Robbery with violence,Republic of Dagestan,2008,139.0,5.0,False
Robbery with violence,Republic of Ingushetia,2008,28.0,6.9,False
Robbery with violence,Kabardino-Balkar Republic,2008,84.0,9.8,False
Robbery with violence,Karachay-Cherkess Republic,2008,68.0,14.6,False
Robbery with violence,Republic of North Ossetia-Alania,2008,82.0,11.5,False
Robbery with violence,Chechen Republic,2008,37.0,3.1,False
Robbery with violence,Stavropol Krai,2008,481.0,17.4,False
Robbery with violence,Republic of Adygea,2008,34.0,7.8,False
Robbery with violence,Republic of Kalmykia,2008,27.0,9.3,False
Robbery with violence,Republic of Crimea,2008,,,False
Robbery with violence,Krasnodar Krai,2008,532.0,10.3,False
Robbery with violence,Astrakhan Oblast,2008,265.0,26.3,False
Robbery with violence,Volgograd Oblast,2008,416.0,15.9,False
Robbery with violence,Rostov Oblast,2008,962.0,22.4,False
Robbery with violence,Sevastopol,2008,,,False
Robbery with violence,Republic of Bashkortostan,2008,480.0,11.8,False
Robbery with violence,Mari El Republic,2008,167.0,23.7,False
Robbery with violence,Republic of Mordovia,2008,66.0,7.7,False
Robbery with violence,Republic of Tatarstan,2008,652.0,17.3,False
Robbery with violence,Udmurt Republic,2008,459.0,29.9,False
Robbery with violence,Chuvash Republic,2008,115.0,9.1,False
Robbery with violence,Perm Krai,2008,1357.0,50.7,False
Robbery with violence,Kirov Oblast,2008,145.0,10.5,False
Robbery with violence,Nizhny Novgorod Oblast,2008,767.0,22.8,False
Robbery with violence,Orenburg Oblast,2008,289.0,14.1,False
Robbery with violence,Penza Oblast,2008,100.0,7.1,False
Robbery with violence,Samara Oblast,2008,1126.0,35.0,False
Robbery with violence,Saratov Oblast,2008,408.0,15.9,False
Robbery with violence,Ulyanovsk Oblast,2008,357.0,27.1,False
Robbery with violence,Kurgan Oblast,2008,143.0,15.3,False
Robbery with violence,Sverdlovsk Oblast,2008,1208.0,28.0,False
Robbery with violence,Tyumen Oblast,2008,485.0,36.9,False
Robbery with violence,Khanty–Mansi Autonomous Okrug – Yugra,2008,302.0,20.3,False
Robbery with violence,Yamalo-Nenets Autonomous Okrug,2008,38.0,7.3,False
Robbery with violence,Chelyabinsk Oblast,2008,1109.0,31.8,False
Robbery with violence,Altai Republic,2008,34.0,16.7,False
Robbery with violence,Republic of Buryatia,2008,147.0,15.2,False
Robbery with violence,Tuva Republic,2008,77.0,25.3,False
Robbery with violence,Republic of Khakassia,2008,77.0,14.5,False
Robbery with violence,Altai Krai,2008,315.0,12.8,False
Robbery with violence,Zabaykalsky Krai,2008,317.0,28.5,False
Robbery with violence,Krasnoyarsk Krai,2008,736.0,25.9,False
Robbery with violence,Irkutsk Oblast,2008,1415.0,57.6,False
Robbery with violence,Kemerovo Oblast,2008,1432.0,51.5,False
Robbery with violence,Novosibirsk Oblast,2008,962.0,36.4,False
Robbery with violence,Omsk Oblast,2008,468.0,23.5,False
Robbery with violence,Tomsk Oblast,2008,188.0,18.3,False
Robbery with violence,Sakha (Yakutia) Republic,2008,237.0,24.7,False
Robbery with violence,Kamchatka Krai,2008,38.0,11.6,False
Robbery with violence,Primorsky Krai,2008,729.0,36.9,False
Robbery with violence,Khabarovsk Krai,2008,391.0,28.9,False
Robbery with violence,Amur Oblast,2008,183.0,21.7,False
Robbery with violence,Magadan Oblast,2008,22.0,13.4,False
Robbery with violence,Sakhalin Oblast,2008,88.0,17.3,False
Robbery with violence,Jewish Autonomous Oblast,2008,17.0,9.5,False
Robbery with violence,Chukotka Autonomous Okrug,2008,4.0,7.6,False
Extortion,Russian Federation,2008,9953.0,7.0,True
Extortion,Belgorod Oblast,2008,53.0,3.5,False
Extortion,Bryansk Oblast,2008,29.0,2.2,False
Extortion,Vladimir Oblast,2008,50.0,3.4,False
Extortion,Voronezh Oblast,2008,79.0,3.4,False
Extortion,Ivanovo Oblast,2008,46.0,4.3,False
Extortion,Kaluga Oblast,2008,21.0,2.1,False
Extortion,Kostroma Oblast,2008,44.0,6.4,False
Extortion,Kursk Oblast,2008,48.0,4.2,False
Extortion,Lipetsk Oblast,2008,15.0,1.3,False
Extortion,Moscow Oblast,2008,206.0,3.0,False
Extortion,Oryol Oblast,2008,40.0,5.0,False
Extortion,Ryazan Oblast,2008,9.0,0.8,False
Extortion,Smolensk Oblast,2008,82.0,8.1,False
Extortion,Tambov Oblast,2008,31.0,2.8,False
Extortion,Tver Oblast,2008,68.0,4.9,False
Extortion,Tula Oblast,2008,23.0,1.4,False
Extortion,Yaroslavl Oblast,2008,86.0,6.7,False
Extortion,Moscow,2008,207.0,1.9,False
Extortion,Republic of Karelia,2008,16.0,2.4,False
Extortion,Komi Republic,2008,133.0,14.2,False
Extortion,Arkhangelsk Oblast,2008,91.0,7.5,False
Extortion,Nenets Autonomous Okrug,2008,10.0,23.9,False
Extortion,Vologda Oblast,2008,98.0,8.0,False
Extortion,Kaliningrad Oblast,2008,19.0,2.0,False
Extortion,Leningrad Oblast,2008,306.0,18.1,False
Extortion,Murmansk Oblast,2008,45.0,5.5,False
Extortion,Novgorod Oblast,2008,41.0,6.3,False
Extortion,Pskov Oblast,2008,23.0,3.3,False
Extortion,Saint Petersburg,2008,82.0,1.7,False
Extortion,Republic of Dagestan,2008,46.0,1.6,False
Extortion,Republic of Ingushetia,2008,5.0,1.2,False
Extortion,Kabardino-Balkar Republic,2008,24.0,2.8,False
Extortion,Karachay-Cherkess Republic,2008,21.0,4.5,False
Extortion,Republic of North Ossetia-Alania,2008,28.0,3.9,False
Extortion,Chechen Republic,2008,15.0,1.3,False
Extortion,Stavropol Krai,2008,100.0,3.6,False
Extortion,Republic of Adygea,2008,9.0,2.1,False
Extortion,Republic of Kalmykia,2008,42.0,14.4,False
Extortion,Republic of Crimea,2008,,,False
Extortion,Krasnodar Krai,2008,129.0,2.5,False
Extortion,Astrakhan Oblast,2008,68.0,6.8,False
Extortion,Volgograd Oblast,2008,89.0,3.4,False
Extortion,Rostov Oblast,2008,173.0,4.0,False
Extortion,Sevastopol,2008,,,False
Extortion,Republic of Bashkortostan,2008,302.0,7.4,False
Extortion,Mari El Republic,2008,91.0,12.9,False
Extortion,Republic of Mordovia,2008,109.0,12.8,False
Extortion,Republic of Tatarstan,2008,385.0,10.2,False
Extortion,Udmurt Republic,2008,176.0,11.5,False
Extortion,Chuvash Republic,2008,156.0,12.4,False
Extortion,Perm Krai,2008,244.0,9.1,False
Extortion,Kirov Oblast,2008,67.0,4.9,False
Extortion,Nizhny Novgorod Oblast,2008,276.0,8.2,False
Extortion,Orenburg Oblast,2008,195.0,9.5,False
Extortion,Penza Oblast,2008,47.0,3.3,False
Extortion,Samara Oblast,2008,328.0,10.2,False
Extortion,Saratov Oblast,2008,54.0,2.1,False
Extortion,Ulyanovsk Oblast,2008,73.0,5.5,False
Extortion,Kurgan Oblast,2008,82.0,8.8,False
Extortion,Sverdlovsk Oblast,2008,335.0,7.8,False
Extortion,Tyumen Oblast,2008,163.0,12.4,False
Extortion,Khanty–Mansi Autonomous Okrug – Yugra,2008,217.0,14.6,False
Extortion,Yamalo-Nenets Autonomous Okrug,2008,51.0,9.7,False
Extortion,Chelyabinsk Oblast,2008,190.0,5.4,False
Extortion,Altai Republic,2008,19.0,9.4,False
Extortion,Republic of Buryatia,2008,164.0,17.0,False
Extortion,Tuva Republic,2008,11.0,3.6,False
Extortion,Republic of Khakassia,2008,25.0,4.7,False
Extortion,Altai Krai,2008,110.0,4.5,False
Extortion,Zabaykalsky Krai,2008,159.0,14.3,False
Extortion,Krasnoyarsk Krai,2008,196.0,6.9,False
Extortion,Irkutsk Oblast,2008,352.0,14.3,False
Extortion,Kemerovo Oblast,2008,147.0,5.3,False
Extortion,Novosibirsk Oblast,2008,675.0,25.5,False
Extortion,Omsk Oblast,2008,72.0,3.6,False
Extortion,Tomsk Oblast,2008,50.0,4.9,False
Extortion,Sakha (Yakutia) Republic,2008,84.0,8.8,False
Extortion,Kamchatka Krai,2008,7.0,2.1,False
Extortion,Primorsky Krai,2008,250.0,12.6,False
Extortion,Khabarovsk Krai,2008,392.0,28.9,False
Extortion,Amur Oblast,2008,64.0,7.6,False
Extortion,Magadan Oblast,2008,12.0,7.3,False
Extortion,Sakhalin Oblast,2008,21.0,4.1,False
Extortion,Jewish Autonomous Oblast,2008,11.0,6.2,False
Extortion,Chukotka Autonomous Okrug,2008,1.0,1.9,False
Hooliganism,Russian Federation,2008,13589.0,9.5,True
Hooliganism,Belgorod Oblast,2008,82.0,5.4,False
Hooliganism,Bryansk Oblast,2008,95.0,7.3,False
Hooliganism,Vladimir Oblast,2008,115.0,7.8,False
Hooliganism,Voronezh Oblast,2008,57.0,2.4,False
Hooliganism,Ivanovo Oblast,2008,76.0,7.0,False
Hooliganism,Kaluga Oblast,2008,75.0,7.4,False
Hooliganism,Kostroma Oblast,2008,20.0,2.9,False
Hooliganism,Kursk Oblast,2008,49.0,4.3,False
Hooliganism,Lipetsk Oblast,2008,61.0,5.1,False
Hooliganism,Moscow Oblast,2008,615.0,8.9,False
Hooliganism,Oryol Oblast,2008,107.0,13.3,False
Hooliganism,Ryazan Oblast,2008,19.0,1.6,False
Hooliganism,Smolensk Oblast,2008,160.0,15.9,False
Hooliganism,Tambov Oblast,2008,112.0,10.0,False
Hooliganism,Tver Oblast,2008,220.0,15.9,False
Hooliganism,Tula Oblast,2008,63.0,4.0,False
Hooliganism,Yaroslavl Oblast,2008,51.0,3.9,False
Hooliganism,Moscow,2008,1586.0,14.2,False
Hooliganism,Republic of Karelia,2008,47.0,7.1,False
Hooliganism,Komi Republic,2008,107.0,11.4,False
Hooliganism,Arkhangelsk Oblast,2008,102.0,8.4,False
Hooliganism,Nenets Autonomous Okrug,2008,20.0,47.7,False
Hooliganism,Vologda Oblast,2008,257.0,21.1,False
Hooliganism,Kaliningrad Oblast,2008,30.0,3.2,False
Hooliganism,Leningrad Oblast,2008,78.0,4.6,False
Hooliganism,Murmansk Oblast,2008,54.0,6.6,False
Hooliganism,Novgorod Oblast,2008,123.0,18.9,False
Hooliganism,Pskov Oblast,2008,42.0,6.0,False
Hooliganism,Saint Petersburg,2008,429.0,9.0,False
Hooliganism,Republic of Dagestan,2008,85.0,3.0,False
Hooliganism,Republic of Ingushetia,2008,36.0,8.9,False
Hooliganism,Kabardino-Balkar Republic,2008,22.0,2.6,False
Hooliganism,Karachay-Cherkess Republic,2008,9.0,1.9,False
Hooliganism,Republic of North Ossetia-Alania,2008,66.0,9.3,False
Hooliganism,Chechen Republic,2008,11.0,0.9,False
Hooliganism,Stavropol Krai,2008,150.0,5.4,False
Hooliganism,Republic of Adygea,2008,10.0,2.3,False
Hooliganism,Republic of Kalmykia,2008,76.0,26.1,False
Hooliganism,Republic of Crimea,2008,,,False
Hooliganism,Krasnodar Krai,2008,159.0,3.1,False
Hooliganism,Astrakhan Oblast,2008,175.0,17.4,False
Hooliganism,Volgograd Oblast,2008,166.0,6.3,False
Hooliganism,Rostov Oblast,2008,191.0,4.4,False
Hooliganism,Sevastopol,2008,,,False
Hooliganism,Republic of Bashkortostan,2008,303.0,7.5,False
Hooliganism,Mari El Republic,2008,185.0,26.2,False
Hooliganism,Republic of Mordovia,2008,31.0,3.6,False
Hooliganism,Republic of Tatarstan,2008,445.0,11.8,False
Hooliganism,Udmurt Republic,2008,263.0,17.2,False
Hooliganism,Chuvash Republic,2008,94.0,7.4,False
Hooliganism,Perm Krai,2008,304.0,11.4,False
Hooliganism,Kirov Oblast,2008,53.0,3.8,False
Hooliganism,Nizhny Novgorod Oblast,2008,195.0,5.8,False
Hooliganism,Orenburg Oblast,2008,182.0,8.9,False
Hooliganism,Penza Oblast,2008,38.0,2.7,False
Hooliganism,Samara Oblast,2008,502.0,15.6,False
Hooliganism,Saratov Oblast,2008,121.0,4.7,False
Hooliganism,Ulyanovsk Oblast,2008,151.0,11.5,False
Hooliganism,Kurgan Oblast,2008,339.0,36.3,False
Hooliganism,Sverdlovsk Oblast,2008,538.0,12.5,False
Hooliganism,Tyumen Oblast,2008,597.0,45.4,False
Hooliganism,Khanty–Mansi Autonomous Okrug – Yugra,2008,287.0,19.2,False
Hooliganism,Yamalo-Nenets Autonomous Okrug,2008,29.0,5.5,False
Hooliganism,Chelyabinsk Oblast,2008,574.0,16.5,False
Hooliganism,Altai Republic,2008,6.0,3.0,False
Hooliganism,Republic of Buryatia,2008,303.0,31.4,False
Hooliganism,Tuva Republic,2008,33.0,10.9,False
Hooliganism,Republic of Khakassia,2008,14.0,2.6,False
Hooliganism,Altai Krai,2008,56.0,2.3,False
Hooliganism,Zabaykalsky Krai,2008,38.0,3.4,False
Hooliganism,Krasnoyarsk Krai,2008,184.0,6.5,False
Hooliganism,Irkutsk Oblast,2008,470.0,19.1,False
Hooliganism,Kemerovo Oblast,2008,82.0,2.9,False
Hooliganism,Novosibirsk Oblast,2008,256.0,9.7,False
Hooliganism,Omsk Oblast,2008,86.0,4.3,False
Hooliganism,Tomsk Oblast,2008,24.0,2.3,False
Hooliganism,Sakha (Yakutia) Republic,2008,63.0,6.6,False
Hooliganism,Kamchatka Krai,2008,5.0,1.5,False
Hooliganism,Primorsky Krai,2008,176.0,8.9,False
Hooliganism,Khabarovsk Krai,2008,88.0,6.5,False
Hooliganism,Amur Oblast,2008,21.0,2.5,False
Hooliganism,Magadan Oblast,2008,5.0,3.0,False
Hooliganism,Sakhalin Oblast,2008,18.0,3.5,False
Hooliganism,Jewish Autonomous Oblast,2008,2.0,1.1,False
Hooliganism,Chukotka Autonomous Okrug,2008,1.0,1.9,False
Crimes in the Sphere of Economic Activity,Russian Federation,2008,,,True
Crimes in the Sphere of Economic Activity,Belgorod Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Bryansk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Vladimir Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Voronezh Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Ivanovo Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Kaluga Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Kostroma Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Kursk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Lipetsk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Moscow Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Oryol Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Ryazan Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Smolensk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Tambov Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Tver Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Tula Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Yaroslavl Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Moscow,2008,,,False
Crimes in the Sphere of Economic Activity,Republic of Karelia,2008,,,False
Crimes in the Sphere of Economic Activity,Komi Republic,2008,,,False
Crimes in the Sphere of Economic Activity,Arkhangelsk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Nenets Autonomous Okrug,2008,,,False
Crimes in the Sphere of Economic Activity,Vologda Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Kaliningrad Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Leningrad Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Murmansk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Novgorod Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Pskov Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Saint Petersburg,2008,,,False
Crimes in the Sphere of Economic Activity,Republic of Dagestan,2008,,,False
Crimes in the Sphere of Economic Activity,Republic of Ingushetia,2008,,,False
Crimes in the Sphere of Economic Activity,Kabardino-Balkar Republic,2008,,,False
Crimes in the Sphere of Economic Activity,Karachay-Cherkess Republic,2008,,,False
Crimes in the Sphere of Economic Activity,Republic of North Ossetia-Alania,2008,,,False
Crimes in the Sphere of Economic Activity,Chechen Republic,2008,,,False
Crimes in the Sphere of Economic Activity,Stavropol Krai,2008,,,False
Crimes in the Sphere of Economic Activity,Republic of Adygea,2008,,,False
Crimes in the Sphere of Economic Activity,Republic of Kalmykia,2008,,,False
Crimes in the Sphere of Economic Activity,Republic of Crimea,2008,,,False
Crimes in the Sphere of Economic Activity,Krasnodar Krai,2008,,,False
Crimes in the Sphere of Economic Activity,Astrakhan Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Volgograd Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Rostov Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Sevastopol,2008,,,False
Crimes in the Sphere of Economic Activity,Republic of Bashkortostan,2008,,,False
Crimes in the Sphere of Economic Activity,Mari El Republic,2008,,,False
Crimes in the Sphere of Economic Activity,Republic of Mordovia,2008,,,False
Crimes in the Sphere of Economic Activity,Republic of Tatarstan,2008,,,False
Crimes in the Sphere of Economic Activity,Udmurt Republic,2008,,,False
Crimes in the Sphere of Economic Activity,Chuvash Republic,2008,,,False
Crimes in the Sphere of Economic Activity,Perm Krai,2008,,,False
Crimes in the Sphere of Economic Activity,Kirov Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Nizhny Novgorod Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Orenburg Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Penza Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Samara Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Saratov Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Ulyanovsk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Kurgan Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Sverdlovsk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Tyumen Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Khanty–Mansi Autonomous Okrug – Yugra,2008,,,False
Crimes in the Sphere of Economic Activity,Yamalo-Nenets Autonomous Okrug,2008,,,False
Crimes in the Sphere of Economic Activity,Chelyabinsk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Altai Republic,2008,,,False
Crimes in the Sphere of Economic Activity,Republic of Buryatia,2008,,,False
Crimes in the Sphere of Economic Activity,Tuva Republic,2008,,,False
Crimes in the Sphere of Economic Activity,Republic of Khakassia,2008,,,False
Crimes in the Sphere of Economic Activity,Altai Krai,2008,,,False
Crimes in the Sphere of Economic Activity,Zabaykalsky Krai,2008,,,False
Crimes in the Sphere of Economic Activity,Krasnoyarsk Krai,2008,,,False
Crimes in the Sphere of Economic Activity,Irkutsk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Kemerovo Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Novosibirsk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Omsk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Tomsk Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Sakha (Yakutia) Republic,2008,,,False
Crimes in the Sphere of Economic Activity,Kamchatka Krai,2008,,,False
Crimes in the Sphere of Economic Activity,Primorsky Krai,2008,,,False
Crimes in the Sphere of Economic Activity,Khabarovsk Krai,2008,,,False
Crimes in the Sphere of Economic Activity,Amur Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Magadan Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Sakhalin Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Jewish Autonomous Oblast,2008,,,False
Crimes in the Sphere of Economic Activity,Chukotka Autonomous Okrug,2008,,,False
Murder,Russian Federation,2009,17414.0,12.2,True
Murder,Belgorod Oblast,2009,83.0,5.4,False
Murder,Bryansk Oblast,2009,135.0,10.4,False
Murder,Vladimir Oblast,2009,173.0,11.9,False
Murder,Voronezh Oblast,2009,150.0,6.4,False
Murder,Ivanovo Oblast,2009,155.0,14.4,False
Murder,Kaluga Oblast,2009,136.0,13.4,False
Murder,Kostroma Oblast,2009,84.0,12.4,False
Murder,Kursk Oblast,2009,99.0,8.7,False
Murder,Lipetsk Oblast,2009,104.0,8.8,False
Murder,Moscow Oblast,2009,855.0,12.3,False
Murder,Oryol Oblast,2009,80.0,10.0,False
Murder,Ryazan Oblast,2009,125.0,10.7,False
Murder,Smolensk Oblast,2009,121.0,12.1,False
Murder,Tambov Oblast,2009,91.0,8.2,False
Murder,Tver Oblast,2009,163.0,11.9,False
Murder,Tula Oblast,2009,203.0,12.9,False
Murder,Yaroslavl Oblast,2009,115.0,8.9,False
Murder,Moscow,2009,625.0,5.5,False
Murder,Republic of Karelia,2009,92.0,14.1,False
Murder,Komi Republic,2009,156.0,16.9,False
Murder,Arkhangelsk Oblast,2009,163.0,13.5,False
Murder,Nenets Autonomous Okrug,2009,8.0,19.1,False
Murder,Vologda Oblast,2009,179.0,14.7,False
Murder,Kaliningrad Oblast,2009,96.0,10.2,False
Murder,Leningrad Oblast,2009,283.0,16.7,False
Murder,Murmansk Oblast,2009,61.0,7.6,False
Murder,Novgorod Oblast,2009,111.0,17.2,False
Murder,Pskov Oblast,2009,89.0,12.9,False
Murder,Saint Petersburg,2009,532.0,11.1,False
Murder,Republic of Dagestan,2009,200.0,7.1,False
Murder,Republic of Ingushetia,2009,99.0,24.2,False
Murder,Kabardino-Balkar Republic,2009,49.0,5.7,False
Murder,Karachay-Cherkess Republic,2009,51.0,10.8,False
Murder,Republic of North Ossetia-Alania,2009,70.0,9.8,False
Murder,Chechen Republic,2009,149.0,12.2,False
Murder,Stavropol Krai,2009,204.0,7.4,False
Murder,Republic of Adygea,2009,50.0,11.4,False
Murder,Republic of Kalmykia,2009,50.0,17.2,False
Murder,Republic of Crimea,2009,,,False
Murder,Krasnodar Krai,2009,358.0,6.9,False
Murder,Astrakhan Oblast,2009,101.0,10.0,False
Murder,Volgograd Oblast,2009,283.0,10.8,False
Murder,Rostov Oblast,2009,317.0,7.4,False
Murder,Sevastopol,2009,,,False
Murder,Republic of Bashkortostan,2009,421.0,10.4,False
Murder,Mari El Republic,2009,115.0,16.4,False
Murder,Republic of Mordovia,2009,69.0,8.2,False
Murder,Republic of Tatarstan,2009,286.0,7.6,False
Murder,Udmurt Republic,2009,146.0,9.6,False
Murder,Chuvash Republic,2009,102.0,8.1,False
